file,lineno,lhs,rhs_sig,rhs_shape,rhs_vars,line
.\pdf_generator.py,2426,current_page_chart_count,"('Const', '0')","('Const',)",,current_page_chart_count = 0
.\pdf_generator.py,2438,current_page_chart_count,"('Const', '0')","('Const',)",,current_page_chart_count = 0
.\admin_panel.py,1589,current_selection_index,"('Const', '0')","('Const',)",,current_selection_index = 0
.\admin_panel.py,914,default_cat_idx,"('Const', '0')","('Const',)",,default_cat_idx = 0
.\product_attributes.py,258,dord,"('Const', '0')","('Const',)",,dord = 0
.\pdf_template_engine\dynamic_overlay.py,452,draw_x,"('Const', '0')","('Const',)",,draw_x = 0
.\pdf_template_engine\dynamic_overlay.py,453,draw_y,"('Const', '0')","('Const',)",,draw_y = 0
.\calculations.py,1688,eff,"('Const', '0')","('Const',)",,eff = 0
.\tools\import_module_attributes_generic.py,349,ensured,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,468,ensured,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,349,ensured_created,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,349,ensured_existing,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,370,ensured_s,"('Const', '0')","('Const',)",,ensured_s=updated_s=upserted_s=skipped_s=total_s=0
.\multi_offer_generator_old.py,651,failed_maps,"('Const', '0')","('Const',)",,failed_maps = 0
.\multi_offer_generator_old.py,244,failed_offers,"('Const', '0')","('Const',)",,failed_offers = 0
.\multi_offer_generator_old.py,831,failed_offers,"('Const', '0')","('Const',)",,failed_offers = 0
.\notwendig oder nicht\wichtig\repo_to_json.py,263,file_count,"('Const', '0')","('Const',)",,file_count = 0
.\tools\repo_to_json.py,263,file_count,"('Const', '0')","('Const',)",,file_count = 0
.\clean_unicode_emojis.py,77,file_fixes,"('Const', '0')","('Const',)",,file_fixes = 0
.\clean_unicode_emojis.py,153,file_issues,"('Const', '0')","('Const',)",,file_issues = 0
.\admin_module_alias_mapping_ui.py,45,i,"('Const', '0')","('Const',)",,i = 0
.\solar_calculator.py,272,idx,"('Const', '0')","('Const',)",,idx = 0
.\doc_output.py,1947,idx_cover_letter,"('Const', '0')","('Const',)",,idx_cover_letter = 0
.\solar_calculator.py,142,idx_inv,"('Const', '0')","('Const',)",,idx_inv = 0
.\solar_calculator.py,106,idx_mod,"('Const', '0')","('Const',)",,idx_mod = 0
.\doc_output.py,1929,idx_offer_title,"('Const', '0')","('Const',)",,idx_offer_title = 0
.\solar_calculator.py,205,idx_st,"('Const', '0')","('Const',)",,idx_st = 0
.\doc_output.py,1911,idx_title_img,"('Const', '0')","('Const',)",,idx_title_img = 0
.\analysis.py,8368,initial_investment,"('Const', '0')","('Const',)",,initial_investment = 0  # Kein Eigenkapital bei Leasing
.\dev_tools\kakerlake_ultra_cleaner.py,286,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\dev_tools\kakerlake_ultra_cleaner.py,305,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\dev_tools\kakerlake_ultra_cleaner_v2.py,58,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\dev_tools\kakerlake_ultra_cleaner_v2.py,77,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\dev_tools\kakerlake_ultra_cleaner_v3.py,71,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\dev_tools\kakerlake_ultra_cleaner_v3.py,90,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\mnt\data\kakerlake_ultra_cleaner.py,286,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\mnt\data\kakerlake_ultra_cleaner.py,305,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\mnt\data\kakerlake_ultra_cleaner_v2.py,58,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\mnt\data\kakerlake_ultra_cleaner_v2.py,77,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\tools\kakerlake_ultra_cleaner.py,287,insert_idx,"('Const', '0')","('Const',)",,body=list(mod.body); insert_idx=0
.\tools\kakerlake_ultra_cleaner.py,306,insert_idx,"('Const', '0')","('Const',)",,body=list(module.body); insert_idx=0
.\financial_tools.py,46,interest_payment,"('Const', '0')","('Const',)",,interest_payment = 0
.\clean_unicode_emojis.py,143,issues_found,"('Const', '0')","('Const',)",,issues_found = 0
.\notwendig oder nicht\wichtig\repo_to_json.py,265,kept_bytes,"('Const', '0')","('Const',)",,kept_bytes = 0
.\tools\repo_to_json.py,265,kept_bytes,"('Const', '0')","('Const',)",,kept_bytes = 0
.\notwendig oder nicht\wichtig\repo_porter.py,301,last,"('Const', '0')","('Const',)",,last = 0
.\tools\repo_porter.py,301,last,"('Const', '0')","('Const',)",,last = 0
.\pdf_migration.py,179,migrated_count,"('Const', '0')","('Const',)",,migrated_count = 0
.\pdf_template_engine\placeholders.py,1292,mod_qty,"('Const', '0')","('Const',)",,mod_qty = 0
.\notwendig oder nicht\excel_range_reader.py,13,n,"('Const', '0')","('Const',)",,n = 0
.\pdf_migration.py,180,original_count,"('Const', '0')","('Const',)",,original_count = 0
.\notwendig oder nicht\wichtig\portings\patches\test_hp_functions.py.insert.py,227,passed,"('Const', '0')","('Const',)",,passed = 0
.\notwendig oder nicht\wichtig\portings\patches\test_logo_integration.py.insert.py,208,passed,"('Const', '0')","('Const',)",,passed = 0
.\tests\test_hp_functions.py,190,passed,"('Const', '0')","('Const',)",,passed = 0
.\tests\test_logo_integration.py,181,passed,"('Const', '0')","('Const',)",,passed = 0
.\tools\portings\patches\test_hp_functions.py.insert.py,227,passed,"('Const', '0')","('Const',)",,passed = 0
.\tools\portings\patches\test_logo_integration.py.insert.py,208,passed,"('Const', '0')","('Const',)",,passed = 0
.\analysis.py,7665,precision_in_table,"('Const', '0')","('Const',)",,precision_in_table = 0
.\pdf_ui.py,281,pv_default_index,"('Const', '0')","('Const',)",,pv_default_index = 0
.\multi_offer_generator.py,716,saved_docs,"('Const', '0')","('Const',)",,saved_docs = 0
.\components\progress_manager.py,318,self.current_value,"('Const', '0')","('Const',)",,self.current_value = 0
.\notwendig oder nicht\wichtig\out_selected\patches\components\progress_manager.py.insert.py,378,self.current_value,"('Const', '0')","('Const',)",,self.current_value = 0
.\tools\out_selected\patches\components\progress_manager.py.insert.py,378,self.current_value,"('Const', '0')","('Const',)",,self.current_value = 0
.\pdf_helpers.py,21,self.height,"('Const', '0')","('Const',)",,self.height = 0
.\pdf_helpers.py,40,self.height,"('Const', '0')","('Const',)",,self.height = 0
.\pdf_generator.py,994,self.total_pages,"('Const', '0')","('Const',)",,self.total_pages = 0
.\pdf_helpers.py,20,self.width,"('Const', '0')","('Const',)",,self.width = 0
.\pdf_helpers.py,39,self.width,"('Const', '0')","('Const',)",,self.width = 0
.\tools\import_module_attributes_generic.py,349,skipped,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,468,skipped,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,370,skipped_s,"('Const', '0')","('Const',)",,ensured_s=updated_s=upserted_s=skipped_s=total_s=0
.\pdf_preview.py,278,st.session_state.preview_current_page,"('Const', '0')","('Const',)",,st.session_state.preview_current_page = 0
.\database.py,448,success_count,"('Const', '0')","('Const',)",,success_count = 0
.\options.py,144,success_count,"('Const', '0')","('Const',)",,success_count = 0
.\options.py,636,success_count,"('Const', '0')","('Const',)",,success_count = 0
.\multi_offer_generator_old.py,650,successful_maps,"('Const', '0')","('Const',)",,successful_maps = 0
.\multi_offer_generator_old.py,243,successful_offers,"('Const', '0')","('Const',)",,successful_offers = 0
.\multi_offer_generator_old.py,830,successful_offers,"('Const', '0')","('Const',)",,successful_offers = 0
.\pdf_generator.py,2885,successfully_appended,"('Const', '0')","('Const',)",,successfully_appended = 0
.\calculations.py,4231,total_annual_cost,"('Const', '0')","('Const',)",,total_annual_cost = 0
.\notwendig oder nicht\wichtig\repo_to_json.py,264,total_bytes,"('Const', '0')","('Const',)",,total_bytes = 0
.\tools\repo_to_json.py,264,total_bytes,"('Const', '0')","('Const',)",,total_bytes = 0
.\calculations.py,871,total_cost,"('Const', '0')","('Const',)",,total_cost = 0
.\live_calculation_engine.py,61,total_cost_with_pv,"('Const', '0')","('Const',)",,total_cost_with_pv = 0
.\live_calculation_engine.py,36,total_cost_without_pv,"('Const', '0')","('Const',)",,total_cost_without_pv = 0
.\live_preview_helpers.py,52,total_costs,"('Const', '0')","('Const',)",,total_costs = 0
.\live_preview_helpers.py,66,total_costs,"('Const', '0')","('Const',)",,total_costs = 0
.\calculations.py,1328,total_discounted_energy,"('Const', '0')","('Const',)",,total_discounted_energy = 0
.\clean_unicode_emojis.py,62,total_fixes,"('Const', '0')","('Const',)",,total_fixes = 0
.\financial_tools.py,34,total_interest,"('Const', '0')","('Const',)",,total_interest = 0
.\tools\import_module_attributes_generic.py,349,total_rows,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,468,total_rows,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,370,total_s,"('Const', '0')","('Const',)",,ensured_s=updated_s=upserted_s=skipped_s=total_s=0
.\options.py,637,total_settings,"('Const', '0')","('Const',)",,total_settings = 0
.\create_png_test_images.py,60,updated,"('Const', '0')","('Const',)",,updated = 0
.\notwendig oder nicht\wichtig\portings\patches\create_png_test_images.py.insert.py,70,updated,"('Const', '0')","('Const',)",,updated = 0
.\tools\import_module_attributes_generic.py,349,updated,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,468,updated,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; updated=0; upserted=0; skipped=0
.\tools\portings\patches\create_png_test_images.py.insert.py,70,updated,"('Const', '0')","('Const',)",,updated = 0
.\add_test_product_images.py,41,updated_count,"('Const', '0')","('Const',)",,updated_count = 0
.\notwendig oder nicht\wichtig\portings\patches\add_test_product_images.py.insert.py,59,updated_count,"('Const', '0')","('Const',)",,updated_count = 0
.\tools\portings\patches\add_test_product_images.py.insert.py,59,updated_count,"('Const', '0')","('Const',)",,updated_count = 0
.\tools\import_module_attributes_generic.py,370,updated_s,"('Const', '0')","('Const',)",,ensured_s=updated_s=upserted_s=skipped_s=total_s=0
.\tools\import_module_attributes_generic.py,349,upserted,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; ensured_existing=0; ensured_created=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,468,upserted,"('Const', '0')","('Const',)",,total_rows = 0; ensured=0; updated=0; upserted=0; skipped=0
.\tools\import_module_attributes_generic.py,370,upserted_s,"('Const', '0')","('Const',)",,ensured_s=updated_s=upserted_s=skipped_s=total_s=0
.\add_test_product_images.py,71,with_images,"('Const', '0')","('Const',)",,with_images = 0
.\notwendig oder nicht\wichtig\portings\patches\add_test_product_images.py.insert.py,98,with_images,"('Const', '0')","('Const',)",,with_images = 0
.\tools\portings\patches\add_test_product_images.py.insert.py,98,with_images,"('Const', '0')","('Const',)",,with_images = 0
.\add_test_product_images.py,72,without_images,"('Const', '0')","('Const',)",,without_images = 0
.\notwendig oder nicht\wichtig\portings\patches\add_test_product_images.py.insert.py,99,without_images,"('Const', '0')","('Const',)",,without_images = 0
.\tools\portings\patches\add_test_product_images.py.insert.py,99,without_images,"('Const', '0')","('Const',)",,without_images = 0
.\pdf_ui.py,282,wp_default_index,"('Const', '0')","('Const',)",,wp_default_index = 0
.\pdf_generator.py,1031,y_pos,"('Const', '0')","('Const',)",,y_pos = 0
.\calculations.py,4043,year,"('Const', '0')","('Const',)",,year = 0
.\calculations.py,4063,year,"('Const', '0')","('Const',)",,year = 0
.\calculations.py,4084,year,"('Const', '0')","('Const',)",,year = 0
.\calculations.py,4103,year,"('Const', '0')","('Const',)",,year = 0
.\calculations_extended.py,41,years,"('Const', '0')","('Const',)",,years = 0
.\calculations.py,3212,annual_electricity_cost_savings_self_consumption_year1,"('Const', '0.0')","('Const',)",,annual_electricity_cost_savings_self_consumption_year1 = 0.0
.\calculations.py,3385,annual_maintenance_costs_eur_year1_calc,"('Const', '0.0')","('Const',)",,annual_maintenance_costs_eur_year1_calc = 0.0
.\calculations.py,2693,annual_pv_production_kwh_base,"('Const', '0.0')","('Const',)",,annual_pv_production_kwh_base = 0.0
.\calculations.py,3273,autarkiegrad,"('Const', '0.0')","('Const',)",,autarkiegrad = 0.0
.\solar_calculator.py,160,base_inverter_power_kw,"('Const', '0.0')","('Const',)",,base_inverter_power_kw = 0.0
.\solar_calculator.py,168,base_inverter_power_kw,"('Const', '0.0')","('Const',)",,base_inverter_power_kw = 0.0
.\solar_calculator.py,171,base_inverter_power_kw,"('Const', '0.0')","('Const',)",,base_inverter_power_kw = 0.0
.\calculations.py,3033,base_matrix_price_netto,"('Const', '0.0')","('Const',)",,base_matrix_price_netto = 0.0
.\live_preview_helpers.py,192,battery_capacity_kwh_correct,"('Const', '0.0')","('Const',)",,battery_capacity_kwh_correct = 0.0
.\pdf_template_engine\placeholders.py,1031,cost10_with_inc,"('Const', '0.0')","('Const',)",,cost10_with_inc = 0.0
.\pdf_template_engine\placeholders.py,1037,cost20_with_inc,"('Const', '0.0')","('Const',)",,cost20_with_inc = 0.0
.\calculations.py,3066,cost_accessories_aufpreis_netto,"('Const', '0.0')","('Const',)",,cost_accessories_aufpreis_netto = 0.0
.\calculations.py,3065,cost_inverter_aufpreis_netto,"('Const', '0.0')","('Const',)",,cost_inverter_aufpreis_netto = 0.0
.\calculations.py,3067,cost_misc_netto,"('Const', '0.0')","('Const',)",,cost_misc_netto = 0.0  # Sonstige Kosten
.\calculations.py,3064,cost_modules_aufpreis_netto,"('Const', '0.0')","('Const',)",,cost_modules_aufpreis_netto = 0.0
.\calculations.py,3093,cost_storage_aufpreis_product_db_netto,"('Const', '0.0')","('Const',)",,cost_storage_aufpreis_product_db_netto = 0.0
.\calculations.py,3146,cost_val,"('Const', '0.0')","('Const',)",,cost_val = 0.0
.\pv_visuals.py,207,current_sum_rueckfluss,"('Const', '0.0')","('Const',)",,current_sum_rueckfluss = 0.0
.\calculations.py,4189,efficiency,"('Const', '0.0')","('Const',)",,efficiency = 0.0
.\calculations.py,3222,einspeiseverguetung_ct_per_kwh,"('Const', '0.0')","('Const',)",,einspeiseverguetung_ct_per_kwh = 0.0
.\calculations.py,3269,feed_in_ratio,"('Const', '0.0')","('Const',)",,feed_in_ratio = 0.0
.\calculations.py,1396,irr,"('Const', '0.0')","('Const',)",,irr = 0.0
.\heatpump_pricing.py,32,labor_hours,"('Const', '0.0')","('Const',)",,labor_hours: float = 0.0
.\notwendig oder nicht\wichtig\out_selected\patches\heatpump_pricing.py.insert.py,223,labor_hours,"('Const', '0.0')","('Const',)",,labor_hours: float = 0.0
.\tools\out_selected\patches\heatpump_pricing.py.insert.py,223,labor_hours,"('Const', '0.0')","('Const',)",,labor_hours: float = 0.0
.\analysis.py,367,mwst_ersparnis,"('Const', '0.0')","('Const',)",,mwst_ersparnis = 0.0
.\notwendig oder nicht\wichtig\portings\patches\test_admin_workflow.py.insert.py,29,p_add_cost_form,"('Const', '0.0')","('Const',)",,p_add_cost_form = 0.0
.\tests\test_admin_workflow.py,29,p_add_cost_form,"('Const', '0.0')","('Const',)",,p_add_cost_form = 0.0
.\tools\portings\patches\test_admin_workflow.py.insert.py,29,p_add_cost_form,"('Const', '0.0')","('Const',)",,p_add_cost_form = 0.0
.\admin_panel.py,1219,price_display_val,"('Const', '0.0')","('Const',)",,price_display_val = 0.0
.\calculations.py,3000,price_value_from_matrix,"('Const', '0.0')","('Const',)",,price_value_from_matrix = 0.0  # Sicherer Fallback
.\heatpump_pricing.py,208,principal,"('Const', '0.0')","('Const',)",,principal = 0.0
.\notwendig oder nicht\wichtig\out_selected\patches\heatpump_pricing.py.insert.py,155,principal,"('Const', '0.0')","('Const',)",,principal = 0.0
.\tools\out_selected\patches\heatpump_pricing.py.insert.py,155,principal,"('Const', '0.0')","('Const',)",,principal = 0.0
.\heatpump_ui.py,755,pv_coverage_hp,"('Const', '0.0')","('Const',)",,pv_coverage_hp = 0.0
.\analysis.py,4473,running_total,"('Const', '0.0')","('Const',)",,running_total = 0.0
.\crm.py,581,selected_storage_storage_power_kw,"('Const', '0.0')","('Const',)",,selected_storage_storage_power_kw = 0.0
.\calculations.py,3268,self_consumption_ratio,"('Const', '0.0')","('Const',)",,self_consumption_ratio = 0.0
.\solar_calculator.py,213,storage_capacity_from_model,"('Const', '0.0')","('Const',)",,storage_capacity_from_model = 0.0
.\calculations.py,3889,storage_max_cycles_calc,"('Const', '0.0')","('Const',)",,storage_max_cycles_calc = 0.0
.\calculations.py,3284,tax_benefit_feed_in_year1,"('Const', '0.0')","('Const',)",,tax_benefit_feed_in_year1 = 0.0
.\calculations.py,4209,total_degradation,"('Const', '0.0')","('Const',)",,total_degradation = 0.0
.\calculations.py,3534,total_discounted_production_lcoe,"('Const', '0.0')","('Const',)",,total_discounted_production_lcoe = 0.0
.\heatpump_pricing.py,170,total_interest,"('Const', '0.0')","('Const',)",,total_interest = 0.0
.\notwendig oder nicht\wichtig\out_selected\patches\heatpump_pricing.py.insert.py,116,total_interest,"('Const', '0.0')","('Const',)",,total_interest = 0.0
.\tools\out_selected\patches\heatpump_pricing.py.insert.py,116,total_interest,"('Const', '0.0')","('Const',)",,total_interest = 0.0
.\calculations.py,3134,total_optional_components_cost_netto,"('Const', '0.0')","('Const',)",,total_optional_components_cost_netto = 0.0
.\calculations.py,3692,total_projected_costs_with_increase_calc,"('Const', '0.0')","('Const',)",,total_projected_costs_with_increase_calc = 0.0
.\calculations.py,3693,total_projected_costs_without_increase_calc,"('Const', '0.0')","('Const',)",,total_projected_costs_without_increase_calc = 0.0
.\calculations.py,1084,electricity_price_increase,"('Const', '0.03')","('Const',)",,electricity_price_increase = 0.03  # 3% pro Jahr
.\calculations.py,1409,reinvest_rate,"('Const', '0.03')","('Const',)",,reinvest_rate = 0.03
.\calculations_extended.py,32,DISCOUNT_RATE,"('Const', '0.04')","('Const',)",,DISCOUNT_RATE = 0.04  # Abzinsungs- bzw. Kalkulationszinssatz (4%)
.\analysis.py,8827,discount_rate,"('Const', '0.04')","('Const',)",,discount_rate = 0.04  # 4%
.\calculations.py,1408,finance_rate,"('Const', '0.04')","('Const',)",,finance_rate = 0.04
.\calculations.py,2790,direct_fraction,"('Const', '0.05')","('Const',)",,direct_fraction = 0.05
.\calculations.py,1405,irr,"('Const', '0.05')","('Const',)",,irr = 0.05  # Fallback
.\calculations.py,2835,min_usage_share,"('Const', '0.05')","('Const',)",,min_usage_share = 0.05
.\calculations.py,686,base_shading,"('Const', '0.1')","('Const',)",,base_shading = 0.1  # 10% Basis-Verschattung
.\calculations.py,2815,evening_fraction,"('Const', '0.1')","('Const',)",,evening_fraction = 0.1
.\pdf_template_engine\dynamic_overlay.py,102,opacity,"('Const', '0.1')","('Const',)",,opacity = 0.10
.\calculations.py,1006,base_price,"('Const', '0.3')","('Const',)",,base_price = 0.30  # EUR/kWh
.\calculations.py,1089,base_price,"('Const', '0.3')","('Const',)",,base_price = 0.30  # EUR/kWh
.\pdf_template_engine\dynamic_overlay.py,930,scale,"('Const', '0.3')","('Const',)",,scale = 0.3  # 70% kleiner
.\pdf_template_engine\dynamic_overlay.py,957,scale,"('Const', '0.3')","('Const',)",,scale = 0.3
.\analysis.py,517,current_tariff_eur_per_kwh,"('Const', '0.35')","('Const',)",,current_tariff_eur_per_kwh = 0.35
.\pdf_styles.py,387,width,"('Const', '0.35')","('Const',)",,width = 0.35
.\calculations.py,1020,factor,"('Const', '0.8')","('Const',)",,factor = 0.8
.\calculations.py,975,peak_threshold,"('Const', '0.8')","('Const',)",,peak_threshold = 0.8  # 80% der Maximallast
.\calculations.py,2817,evening_fraction,"('Const', '0.9')","('Const',)",,evening_fraction = 0.9
.\calculations.py,1016,factor,"('Const', '0.9')","('Const',)",,factor = 0.9
.\calculations.py,2837,min_usage_share,"('Const', '0.9')","('Const',)",,min_usage_share = 0.9
.\database.py,982,current_db_version,"('Const', '1')","('Const',)",,"current_db_version = 1; print(""DB: Schema v1 angewendet."")"
.\pdf_generator.py,2078,current_section_counter_pdf,"('Const', '1')","('Const',)",,current_section_counter_pdf = 1
.\pdf_template_engine\placeholders.py,1585,inv_qty,"('Const', '1')","('Const',)",,inv_qty = 1
.\pdf_widgets.py,276,n,"('Const', '1')","('Const',)",,n = 1
.\components\progress_manager.py,30,animation_speed,"('Const', '1.0')","('Const',)",,animation_speed: float = 1.0
.\notwendig oder nicht\wichtig\out_selected\patches\components\progress_manager.py.insert.py,84,animation_speed,"('Const', '1.0')","('Const',)",,animation_speed: float = 1.0
.\tools\out_selected\patches\components\progress_manager.py.insert.py,84,animation_speed,"('Const', '1.0')","('Const',)",,animation_speed: float = 1.0
.\multi_offer_generator.py,841,price_factor,"('Const', '1.0')","('Const',)",,price_factor = 1.0
.\heatpump_ui.py,859,sizing_factor,"('Const', '1.0')","('Const',)",,sizing_factor = 1.0
.\notwendig oder nicht\wichtig\out_selected\patches\pdf_template_engine\dynamic_overlay.py.insert.py,250,text_offset_y,"('Const', '1.0')","('Const',)",,text_offset_y = 1.0
.\notwendig oder nicht\wichtig\portings\patches\pdf_template_engine\dynamic_overlay.py.insert.py,268,text_offset_y,"('Const', '1.0')","('Const',)",,text_offset_y = 1.0
.\pdf_template_engine\dynamic_overlay.py,763,text_offset_y,"('Const', '1.0')","('Const',)",,text_offset_y = 1.0
.\tools\out_selected\patches\pdf_template_engine\dynamic_overlay.py.insert.py,250,text_offset_y,"('Const', '1.0')","('Const',)",,text_offset_y = 1.0
.\tools\portings\patches\pdf_template_engine\dynamic_overlay.py.insert.py,268,text_offset_y,"('Const', '1.0')","('Const',)",,text_offset_y = 1.0
.\calculations.py,764,daily_cycles,"('Const', '1.2')","('Const',)",,daily_cycles = 1.2  # Durchschnittliche Zyklen pro Tag
.\calculations.py,1014,factor,"('Const', '1.2')","('Const',)",,factor = 1.2
.\notwendig oder nicht\wichtig\portings\patches\test_admin_workflow.py.insert.py,30,p_warranty_form,"('Const', '10')","('Const',)",,p_warranty_form = 10
.\tests\test_admin_workflow.py,30,p_warranty_form,"('Const', '10')","('Const',)",,p_warranty_form = 10
.\tools\portings\patches\test_admin_workflow.py.insert.py,30,p_warranty_form,"('Const', '10')","('Const',)",,p_warranty_form = 10
.\pdf_preview.py,31,self.max_cache_size,"('Const', '10')","('Const',)",,self.max_cache_size = 10
.\calculations.py,988,power_price_per_kw,"('Const', '100')","('Const',)",,power_price_per_kw = 100  # EUR/kW/Jahr
.\components\progress_manager.py,319,self.max_value,"('Const', '100')","('Const',)",,self.max_value = 100
.\notwendig oder nicht\wichtig\out_selected\patches\components\progress_manager.py.insert.py,379,self.max_value,"('Const', '100')","('Const',)",,self.max_value = 100
.\tools\out_selected\patches\components\progress_manager.py.insert.py,379,self.max_value,"('Const', '100')","('Const',)",,self.max_value = 100
.\database.py,10,DB_SCHEMA_VERSION,"('Const', '14')","('Const',)",,DB_SCHEMA_VERSION = 14
.\database.py,741,DB_SCHEMA_VERSION,"('Const', '14')","('Const',)",,DB_SCHEMA_VERSION = 14
.\database.py,1069,current_db_version,"('Const', '14')","('Const',)",,"current_db_version = 14; print(""DB: Schema v14 angewendet (Firmenspezifische Angebotsvorlagen)."")"
.\database.py,996,current_db_version,"('Const', '2')","('Const',)",,"current_db_version = 2; print(""DB: Schema v2 angewendet."")"
.\analysis.py,7662,precision_in_table,"('Const', '2')","('Const',)",,precision_in_table = 2
.\analysis.py,7673,precision_in_table,"('Const', '2')","('Const',)",,precision_in_table = 2
.\pdf_template_engine\dynamic_overlay.py,559,pad_x,"('Const', '2.0')","('Const',)",,pad_x = 2.0
.\notwendig oder nicht\wichtig\out_selected\patches\pdf_template_engine\dynamic_overlay.py.insert.py,249,text_offset_x,"('Const', '2.0')","('Const',)",,text_offset_x = 2.0
.\notwendig oder nicht\wichtig\portings\patches\pdf_template_engine\dynamic_overlay.py.insert.py,267,text_offset_x,"('Const', '2.0')","('Const',)",,text_offset_x = 2.0
.\pdf_template_engine\dynamic_overlay.py,762,text_offset_x,"('Const', '2.0')","('Const',)",,text_offset_x = 2.0
.\tools\out_selected\patches\pdf_template_engine\dynamic_overlay.py.insert.py,249,text_offset_x,"('Const', '2.0')","('Const',)",,text_offset_x = 2.0
.\tools\portings\patches\pdf_template_engine\dynamic_overlay.py.insert.py,267,text_offset_x,"('Const', '2.0')","('Const',)",,text_offset_x = 2.0
.\pdf_generator.py,1389,bottom_line_y,"('Const', '20')","('Const',)",,bottom_line_y = 20
.\pdf_styles.py,672,hex_size,"('Const', '20')","('Const',)",,hex_size = 20
.\analysis.py,592,years,"('Const', '20')","('Const',)",,years = 20
.\analysis.py,6973,years,"('Const', '20')","('Const',)",,years = 20
.\heatpump_pricing.py,125,heating_replacement_bonus_pct,"('Const', '20.0')","('Const',)",,heating_replacement_bonus_pct: float = 20.0
.\notwendig oder nicht\wichtig\out_selected\patches\heatpump_pricing.py.insert.py,250,heating_replacement_bonus_pct,"('Const', '20.0')","('Const',)",,heating_replacement_bonus_pct: float = 20.0
.\tools\out_selected\patches\heatpump_pricing.py.insert.py,250,heating_replacement_bonus_pct,"('Const', '20.0')","('Const',)",,heating_replacement_bonus_pct: float = 20.0
.\heatpump_pricing.py,126,low_income_bonus_pct,"('Const', '20.0')","('Const',)",,low_income_bonus_pct: float = 20.0  # Aufgabenstellung (auch wenn teils 30 % aktuell)
.\notwendig oder nicht\wichtig\out_selected\patches\heatpump_pricing.py.insert.py,251,low_income_bonus_pct,"('Const', '20.0')","('Const',)",,low_income_bonus_pct: float = 20.0  # Aufgabenstellung (auch wenn teils 30 % aktuell)
.\tools\out_selected\patches\heatpump_pricing.py.insert.py,251,low_income_bonus_pct,"('Const', '20.0')","('Const',)",,low_income_bonus_pct: float = 20.0  # Aufgabenstellung (auch wenn teils 30 % aktuell)
.\calculations_extended.py,31,LIFESPAN_YEARS,"('Const', '25')","('Const',)",,LIFESPAN_YEARS = 25  # Lebensdauer der Anlage in Jahren
.\calculations.py,1376,lifetime,"('Const', '25')","('Const',)",,lifetime = 25
.\calculations.py,1390,lifetime,"('Const', '25')","('Const',)",,lifetime = 25
.\calculations.py,1762,lifetime,"('Const', '25')","('Const',)",,lifetime = 25
.\calculations.py,1654,reference_temp,"('Const', '25')","('Const',)",,reference_temp = 25  # °C
.\calculations.py,639,years,"('Const', '25')","('Const',)",,years = 25
.\calculations.py,1824,years,"('Const', '25')","('Const',)",,years = 25
.\calculations.py,1923,years,"('Const', '25')","('Const',)",,years = 25
.\data_input.py,698,estimated_total_costs,"('Const', '25000.0')","('Const',)",,estimated_total_costs = 25000.0  # Wird später aus calculations übernommen
